request_num,status_code,limit,remaining,reset,period,retry_after,response_time
1,200,,,,,,74.05829429626465
2,200,,,,,,61.6607666015625
3,200,,,,,,68.90368461608887
4,200,,,,,,72.01218605041504
5,200,,,,,,62.37649917602539
6,200,,,,,,68.75228881835938
7,200,,,,,,71.64955139160156
8,200,,,,,,54.64482307434082
9,200,,,,,,67.38781929016113
10,200,,,,,,46.99826240539551
11,200,,,,,,50.765275955200195
12,200,,,,,,50.70900917053223
13,200,,,,,,49.46637153625488
14,200,,,,,,54.73780632019043
15,200,,,,,,56.40149116516113
16,200,,,,,,54.38947677612305
17,200,,,,,,58.8991641998291
18,200,,,,,,66.27869606018066
19,200,,,,,,58.305978775024414
20,200,,,,,,51.52297019958496
21,200,,,,,,56.44369125366211
22,200,,,,,,46.42534255981445
23,200,,,,,,50.35233497619629
24,200,,,,,,70.70636749267578
25,200,,,,,,52.58011817932129
26,200,,,,,,47.617197036743164
27,200,,,,,,58.62140655517578
28,200,,,,,,52.846670150756836
29,200,,,,,,57.0225715637207
30,200,,,,,,55.40919303894043
31,200,,,,,,45.27711868286133
32,200,,,,,,48.14887046813965
33,200,,,,,,46.98443412780762
34,200,,,,,,53.79819869995117
35,200,,,,,,55.81045150756836
36,200,,,,,,58.29024314880371
37,200,,,,,,44.992685317993164
38,200,,,,,,58.07828903198242
39,200,,,,,,43.596744537353516
40,200,,,,,,49.66592788696289
41,200,,,,,,48.61307144165039
42,200,,,,,,59.00216102600098
43,200,,,,,,69.48208808898926
44,200,,,,,,53.94244194030762
45,200,,,,,,48.83313179016113
46,200,,,,,,67.51632690429688
47,200,,,,,,50.26125907897949
48,200,,,,,,54.373741149902344
49,200,,,,,,64.20087814331055
50,200,,,,,,60.483455657958984
51,200,,,,,,69.34332847595215
52,200,,,,,,54.303646087646484
53,200,,,,,,59.84926223754883
54,200,,,,,,42.59967803955078
55,200,,,,,,62.357187271118164
56,200,,,,,,42.829275131225586
57,200,,,,,,53.298234939575195
58,200,,,,,,54.11171913146973
59,200,,,,,,50.12345314025879
60,200,,,,,,56.25033378601074
61,200,,,,,,47.85799980163574
62,200,,,,,,57.541608810424805
63,200,,,,,,54.91495132446289
64,200,,,,,,45.763254165649414
65,200,,,,,,45.72486877441406
66,200,,,,,,52.74844169616699
67,200,,,,,,49.09491539001465
68,200,,,,,,54.97002601623535
69,200,,,,,,54.242849349975586
70,200,,,,,,57.435035705566406
71,200,,,,,,45.55034637451172
72,200,,,,,,50.20403861999512
73,200,,,,,,42.150020599365234
74,200,,,,,,45.64476013183594
75,200,,,,,,42.98543930053711
76,200,,,,,,41.10860824584961
77,200,,,,,,51.999807357788086
78,200,,,,,,49.25942420959473
79,200,,,,,,49.581289291381836
80,200,,,,,,41.05854034423828
81,200,,,,,,44.553279876708984
82,200,,,,,,49.4389533996582
83,200,,,,,,45.65930366516113
84,200,,,,,,48.88319969177246
85,200,,,,,,48.55918884277344
86,200,,,,,,47.42431640625
87,200,,,,,,1106.6861152648926
88,200,,,,,,49.46756362915039
89,200,,,,,,54.94880676269531
90,200,,,,,,73.18258285522461
91,200,,,,,,51.31268501281738
92,200,,,,,,42.44232177734375
93,200,,,,,,43.98155212402344
94,200,,,,,,58.26711654663086
95,200,,,,,,54.488182067871094
96,200,,,,,,48.83432388305664
97,200,,,,,,50.5220890045166
98,200,,,,,,48.3241081237793
99,200,,,,,,48.93040657043457
100,200,,,,,,44.21401023864746
101,200,,,,,,47.142744064331055
102,200,,,,,,60.80126762390137
103,200,,,,,,61.794281005859375
104,200,,,,,,58.409690856933594
105,200,,,,,,50.920724868774414
106,200,,,,,,42.93632507324219
107,200,,,,,,45.54271697998047
108,200,,,,,,47.26886749267578
109,200,,,,,,42.005300521850586
110,200,,,,,,67.26574897766113
111,200,,,,,,63.564300537109375
112,200,,,,,,53.609609603881836
113,200,,,,,,53.865909576416016
114,200,,,,,,58.45975875854492
115,200,,,,,,48.703908920288086
116,200,,,,,,57.528018951416016
117,200,,,,,,51.290035247802734
118,200,,,,,,47.13749885559082
119,200,,,,,,61.29789352416992
120,200,,,,,,49.422264099121094
121,200,,,,,,52.681684494018555
122,200,,,,,,47.23000526428223
123,200,,,,,,49.555063247680664
124,200,,,,,,58.33745002746582
125,200,,,,,,54.25071716308594
126,200,,,,,,56.81610107421875
127,200,,,,,,63.50517272949219
128,200,,,,,,56.28204345703125
129,200,,,,,,52.2761344909668
130,200,,,,,,46.39101028442383
131,200,,,,,,49.40986633300781
132,200,,,,,,44.65007781982422
133,200,,,,,,52.93011665344238
134,200,,,,,,41.66364669799805
135,200,,,,,,50.08125305175781
136,200,,,,,,45.89676856994629
137,200,,,,,,45.83740234375
138,200,,,,,,54.602861404418945
139,200,,,,,,51.37372016906738
140,200,,,,,,44.370174407958984
141,200,,,,,,43.53618621826172
142,200,,,,,,48.487186431884766
143,200,,,,,,47.033071517944336
144,200,,,,,,59.17501449584961
145,200,,,,,,61.9349479675293
146,200,,,,,,48.90799522399902
147,200,,,,,,63.44747543334961
148,200,,,,,,54.08883094787598
149,200,,,,,,60.338735580444336
150,200,,,,,,50.394535064697266
151,200,,,,,,60.569047927856445
152,200,,,,,,65.79923629760742
153,200,,,,,,48.66170883178711
154,200,,,,,,43.34139823913574
155,200,,,,,,52.217960357666016
156,200,,,,,,42.32978820800781
157,200,,,,,,55.62090873718262
158,200,,,,,,46.60153388977051
159,200,,,,,,45.351505279541016
160,200,,,,,,44.15631294250488
161,200,,,,,,48.97928237915039
162,200,,,,,,44.37255859375
163,200,,,,,,44.14558410644531
164,200,,,,,,51.320791244506836
165,200,,,,,,42.754411697387695
166,200,,,,,,53.206443786621094
167,200,,,,,,61.1729621887207
168,200,,,,,,64.26477432250977
169,200,,,,,,61.21969223022461
170,200,,,,,,56.62655830383301
171,200,,,,,,51.99027061462402
172,200,,,,,,61.6602897644043
173,200,,,,,,55.39679527282715
174,200,,,,,,5055.957317352295
175,200,,,,,,46.81396484375
176,200,,,,,,40.21143913269043
177,200,,,,,,49.004554748535156
178,200,,,,,,49.386024475097656
179,200,,,,,,42.35363006591797
180,200,,,,,,52.065372467041016
181,200,,,,,,53.87592315673828
182,200,,,,,,46.21696472167969
183,200,,,,,,45.702219009399414
184,200,,,,,,47.72520065307617
185,200,,,,,,45.25113105773926
186,200,,,,,,49.490928649902344
187,200,,,,,,43.27797889709473
188,200,,,,,,40.43436050415039
189,200,,,,,,62.75749206542969
190,200,,,,,,50.2171516418457
191,200,,,,,,1055.3970336914062
192,200,,,,,,49.97420310974121
193,200,,,,,,49.68452453613281
194,200,,,,,,48.580169677734375
195,200,,,,,,44.29745674133301
196,200,,,,,,52.263736724853516
197,200,,,,,,41.828155517578125
198,200,,,,,,47.01805114746094
199,200,,,,,,58.713674545288086
200,200,,,,,,55.51290512084961
